time_block,EXPECTED_TIME_TO_SERVE_COMPOSITION,REAL_TIME_TO_SERVE_COMPOSITION,CLIENT_AGENT
"2013-08-13 16_33_25","7767","7865","22"
"2013-08-13 16_33_26","7767","7900","37"
"2013-08-13 16_33_26","7767","7900","27"
"2013-08-13 16_33_27","7767","7810","31"
"2013-08-13 16_33_27","7767","7876","26"
"2013-08-13 16_33_28","7767","7846","46"
"2013-08-13 16_33_29","7767","7900","30"
"2013-08-13 16_33_29","7767","7906","39"
"2013-08-13 16_33_30","7767","7925","44"
"2013-08-13 16_33_30","7767","7819","24"
"2013-08-13 16_33_31","7767","7806","25"
"2013-08-13 16_33_32","7767","7793","41"
"2013-08-13 16_33_32","7191","7801","36"
"2013-08-13 16_33_33","7767","7988","33"
"2013-08-13 16_33_34","7191","8498","50"
"2013-08-13 16_33_34","7191","8469","32"
"2013-08-13 16_33_35","7191","8489","43"
"2013-08-13 16_33_36","7191","8501","23"
"2013-08-13 16_33_36","7191","8505","21"
"2013-08-13 16_33_37","7191","8381","47"
"2013-08-13 16_33_37","7191","8415","45"
"2013-08-13 16_33_38","7191","8408","38"
"2013-08-13 16_33_39","7191","8246","35"
"2013-08-13 16_33_39","7191","8404","34"
"2013-08-13 16_33_40","7191","7969","40"
"2013-08-13 16_33_40","7191","8301","42"
"2013-08-13 16_33_41","7191","8301","28"
"2013-08-13 16_33_42","7191","8349","49"
"2013-08-13 16_33_42","7191","8299","29"
"2013-08-13 16_33_43","7191","8400","48"
"2013-08-13 16_33_44","7191","8315","22"
"2013-08-13 16_33_44","7767","8243","37"
"2013-08-13 16_33_45","7767","8210","27"
"2013-08-13 16_33_45","7767","8300","31"
"2013-08-13 16_33_46","7767","8342","26"
"2013-08-13 16_33_47","7767","8216","46"
"2013-08-13 16_33_47","7767","8224","30"
"2013-08-13 16_33_48","7767","8229","39"
"2013-08-13 16_33_48","7767","8215","44"
"2013-08-13 16_33_49","7191","8162","24"
"2013-08-13 16_33_50","7767","8226","25"
"2013-08-13 16_33_50","7191","8214","41"
"2013-08-13 16_33_51","7767","8122","36"
"2013-08-13 16_33_51","7767","8227","33"
"2013-08-13 16_33_52","7767","8065","50"
"2013-08-13 16_33_53","7767","8199","32"
"2013-08-13 16_33_53","7767","7936","43"
"2013-08-13 16_33_54","7767","8051","23"
"2013-08-13 16_33_55","7767","8100","21"
"2013-08-13 16_33_55","7191","8101","47"
"2013-08-13 16_33_56","7767","8131","45"
"2013-08-13 16_33_57","7767","8214","38"
"2013-08-13 16_33_57","7191","8202","35"
"2013-08-13 16_33_58","7191","8204","34"
"2013-08-13 16_33_58","7191","8211","40"
"2013-08-13 16_33_59","7767","8136","42"
"2013-08-13 16_34_00","7191","8147","28"
"2013-08-13 16_34_00","7767","8119","49"
"2013-08-13 16_34_01","7767","8101","29"
"2013-08-13 16_34_01","7767","8124","48"
"2013-08-13 16_34_02","7767","8135","22"
"2013-08-13 16_34_03","7191","8300","37"
"2013-08-13 16_34_03","7767","8100","27"
"2013-08-13 16_34_04","7191","8149","31"
"2013-08-13 16_34_05","7191","8109","26"
"2013-08-13 16_34_05","7191","8143","46"
"2013-08-13 16_34_06","7191","8210","30"
"2013-08-13 16_34_06","7191","8215","39"
"2013-08-13 16_34_07","7191","8213","44"
"2013-08-13 16_34_08","7191","8302","24"
"2013-08-13 16_34_08","7191","8302","25"
"2013-08-13 16_34_09","7191","8415","41"
"2013-08-13 16_34_10","7191","8331","36"
"2013-08-13 16_34_10","7191","8390","33"
"2013-08-13 16_34_11","7191","8399","50"
"2013-08-13 16_34_11","7191","8328","32"
"2013-08-13 16_34_12","7191","8322","43"
"2013-08-13 16_34_13","7191","8332","23"
"2013-08-13 16_34_13","7767","8286","21"
"2013-08-13 16_34_14","7191","8267","47"
"2013-08-13 16_34_15","7191","8309","45"
"2013-08-13 16_34_15","7191","8220","38"
"2013-08-13 16_34_16","7078","8181","35"
"2013-08-13 16_34_16","7191","8220","34"
"2013-08-13 16_34_17","7191","8204","40"
"2013-08-13 16_34_18","7191","8276","42"
"2013-08-13 16_34_18","7191","8201","28"
"2013-08-13 16_34_19","7191","8201","49"
"2013-08-13 16_34_19","7830","8211","29"
"2013-08-13 16_34_20","7767","8221","48"
"2013-08-13 16_34_21","7767","8235","22"
"2013-08-13 16_34_21","7767","8125","37"
"2013-08-13 16_34_22","851","893","33"
"2013-08-13 16_34_22","7767","8202","27"
"2013-08-13 16_34_23","7767","8272","31"
"2013-08-13 16_34_23","7767","8178","26"
"2013-08-13 16_34_24","7767","8200","46"
"2013-08-13 16_34_24","7191","8206","30"
"2013-08-13 16_34_25","7767","8226","39"
"2013-08-13 16_34_26","7191","8212","44"
"2013-08-13 16_34_26","7767","8093","24"
"2013-08-13 16_34_27","7767","8114","25"
"2013-08-13 16_34_28","7767","8201","41"
"2013-08-13 16_34_28","7767","8202","36"
"2013-08-13 16_34_29","7191","7513","50"
"2013-08-13 16_34_29","7191","7538","32"
"2013-08-13 16_34_30","7767","7599","43"
"2013-08-13 16_34_31","7767","7544","23"
"2013-08-13 16_34_31","7191","7487","21"
"2013-08-13 16_34_32","7767","7576","47"
"2013-08-13 16_34_33","7767","7601","45"
"2013-08-13 16_34_33","7191","7603","38"
"2013-08-13 16_34_33","829","901","27"
"2013-08-13 16_34_34","7191","7710","35"
"2013-08-13 16_34_34","7191","7631","34"
"2013-08-13 16_34_35","7191","7701","40"
"2013-08-13 16_34_36","7191","7674","42"
"2013-08-13 16_34_36","7191","7605","28"
"2013-08-13 16_34_37","7191","7626","49"
"2013-08-13 16_34_37","7191","7632","29"
"2013-08-13 16_34_38","7191","7704","48"
"2013-08-13 16_34_39","7191","7702","22"
"2013-08-13 16_34_39","6615","7608","37"
"2013-08-13 16_34_40","7191","8038","33"
"2013-08-13 16_34_41","6615","7698","31"
"2013-08-13 16_34_41","6615","7599","26"
"2013-08-13 16_34_42","6615","7499","46"
"2013-08-13 16_34_42","6615","7699","30"
"2013-08-13 16_34_43","7191","7675","39"
"2013-08-13 16_34_44","6615","7701","44"
"2013-08-13 16_34_44","6615","7701","24"
"2013-08-13 16_34_45","6615","7862","25"
"2013-08-13 16_34_46","7191","7804","41"
"2013-08-13 16_34_46","6615","7803","36"
"2013-08-13 16_34_47","6615","7728","50"
"2013-08-13 16_34_48","6615","7747","32"
"2013-08-13 16_34_48","7191","7701","43"
"2013-08-13 16_34_49","7191","7713","23"
"2013-08-13 16_34_49","6615","7711","21"
"2013-08-13 16_34_50","6894","7723","47"
"2013-08-13 16_34_51","7191","7703","45"
"2013-08-13 16_34_51","7191","7630","38"
"2013-08-13 16_34_52","7191","8113","27"
"2013-08-13 16_34_52","6615","8394","35"
"2013-08-13 16_34_53","6651","8297","34"
"2013-08-13 16_34_54","7191","8226","40"
"2013-08-13 16_34_54","823","964","30"
"2013-08-13 16_34_54","7191","8209","42"
"2013-08-13 16_34_55","7191","8275","28"
"2013-08-13 16_34_56","7191","8300","49"
"2013-08-13 16_34_56","7191","8300","29"
"2013-08-13 16_34_57","7191","8217","48"
"2013-08-13 16_34_57","7191","8210","22"
"2013-08-13 16_34_58","7191","8215","37"
"2013-08-13 16_34_59","6615","8209","33"
"2013-08-13 16_34_59","7191","8115","31"
"2013-08-13 16_35_00","7191","8041","26"
"2013-08-13 16_35_00","7191","8175","46"
"2013-08-13 16_35_01","7191","7611","39"
"2013-08-13 16_35_02","7191","7495","44"
"2013-08-13 16_35_02","7798","7511","24"
"2013-08-13 16_35_03","7191","7631","25"
"2013-08-13 16_35_03","7767","7383","41"
"2013-08-13 16_35_04","7767","7406","36"
"2013-08-13 16_35_05","7767","7353","50"
"2013-08-13 16_35_05","7767","7298","32"
"2013-08-13 16_35_06","7767","7433","43"
"2013-08-13 16_35_07","7767","7500","23"
"2013-08-13 16_35_07","7767","7380","21"
"2013-08-13 16_35_08","7767","7356","47"
"2013-08-13 16_35_08","7767","7451","45"
"2013-08-13 16_35_09","7191","7374","38"
"2013-08-13 16_35_10","7191","7436","27"
"2013-08-13 16_35_10","7767","7385","35"
"2013-08-13 16_35_11","7191","7389","34"
"2013-08-13 16_35_11","7191","7397","40"
"2013-08-13 16_35_12","7191","7762","30"
"2013-08-13 16_35_13","6615","8086","42"
"2013-08-13 16_35_13","6615","8094","28"
"2013-08-13 16_35_14","7191","8073","49"
"2013-08-13 16_35_15","6615","8100","29"
"2013-08-13 16_35_15","6615","8107","48"
"2013-08-13 16_35_16","6615","8094","22"
"2013-08-13 16_35_17","6615","8141","37"
"2013-08-13 16_35_17","6615","8166","33"
"2013-08-13 16_35_18","6615","8173","31"
"2013-08-13 16_35_18","6615","8193","26"
"2013-08-13 16_35_19","6615","8282","46"
"2013-08-13 16_35_20","6615","8179","39"
"2013-08-13 16_35_20","6615","8153","44"
"2013-08-13 16_35_21","6615","8187","24"
"2013-08-13 16_35_22","6615","8300","25"
"2013-08-13 16_35_22","6615","8305","41"
"2013-08-13 16_35_23","6615","8317","36"
"2013-08-13 16_35_23","7191","8332","50"
"2013-08-13 16_35_24","7191","8452","32"
"2013-08-13 16_35_25","7191","8402","43"
"2013-08-13 16_35_25","7191","8308","23"
"2013-08-13 16_35_26","7191","8331","21"
"2013-08-13 16_35_27","7191","8400","47"
"2013-08-13 16_35_27","7191","8301","45"
"2013-08-13 16_35_28","7191","8438","38"
"2013-08-13 16_35_28","829","901","37"
"2013-08-13 16_35_28","7191","8499","27"
"2013-08-13 16_35_29","7191","8423","35"
"2013-08-13 16_35_30","7191","8479","34"
"2013-08-13 16_35_30","7191","8501","40"
"2013-08-13 16_35_31","7191","8492","30"
"2013-08-13 16_35_32","7191","8405","42"
"2013-08-13 16_35_32","7191","8417","28"
"2013-08-13 16_35_33","7767","8417","49"
"2013-08-13 16_35_33","7767","8321","29"
"2013-08-13 16_35_34","7767","8326","48"
"2013-08-13 16_35_35","7767","8342","22"
"2013-08-13 16_35_35","7767","7708","33"
"2013-08-13 16_35_36","7767","7710","31"
"2013-08-13 16_35_36","7767","7730","26"
"2013-08-13 16_35_37","7191","7806","46"
"2013-08-13 16_35_38","7767","7702","39"
"2013-08-13 16_35_38","7767","7719","44"
"2013-08-13 16_35_39","7767","7743","24"
"2013-08-13 16_35_40","7767","7701","25"
"2013-08-13 16_35_40","7767","7700","41"
"2013-08-13 16_35_41","7767","7717","36"
"2013-08-13 16_35_41","7767","7641","50"
"2013-08-13 16_35_42","7767","7616","32"
"2013-08-13 16_35_43","7767","7628","43"
"2013-08-13 16_35_43","7767","7626","23"
"2013-08-13 16_35_44","829","952","28"
"2013-08-13 16_35_44","7191","7612","21"
"2013-08-13 16_35_44","7767","7510","47"
"2013-08-13 16_35_45","7191","7512","45"
"2013-08-13 16_35_46","7191","7536","38"
"2013-08-13 16_35_46","7254","8098","37"
"2013-08-13 16_35_47","7191","8100","27"
"2013-08-13 16_35_48","7191","8102","35"
"2013-08-13 16_35_48","7191","8115","34"
"2013-08-13 16_35_49","851","950","46"
"2013-08-13 16_35_49","7191","8092","40"
"2013-08-13 16_35_49","7191","8034","30"
"2013-08-13 16_35_50","7191","8101","42"
"2013-08-13 16_35_51","6615","7500","49"
"2013-08-13 16_35_51","7191","7534","29"
"2013-08-13 16_35_52","6615","7602","48"
"2013-08-13 16_35_53","7191","7600","22"
"2013-08-13 16_35_53","7191","7528","33"
"2013-08-13 16_35_54","7191","7583","31"
"2013-08-13 16_35_54","7191","7594","26"
"2013-08-13 16_35_55","7191","6877","39"
"2013-08-13 16_35_56","7170","6990","44"
"2013-08-13 16_35_56","7191","6900","24"
"2013-08-13 16_35_57","7767","6917","25"
"2013-08-13 16_35_58","7767","6950","41"
"2013-08-13 16_35_58","7767","6985","36"
"2013-08-13 16_35_59","7191","6992","50"
"2013-08-13 16_35_59","7191","7117","32"
"2013-08-13 16_36_00","7191","7003","43"
"2013-08-13 16_36_01","6615","6956","23"
"2013-08-13 16_36_01","7191","7314","28"
"2013-08-13 16_36_02","6615","7626","21"
"2013-08-13 16_36_03","6615","7784","47"
"2013-08-13 16_36_03","6615","7704","45"
"2013-08-13 16_36_04","6615","7721","38"
"2013-08-13 16_36_04","6615","7609","37"
"2013-08-13 16_36_05","6615","7638","27"
"2013-08-13 16_36_06","6615","7700","35"
"2013-08-13 16_36_06","6039","7696","34"
"2013-08-13 16_36_07","6615","7930","46"
"2013-08-13 16_36_08","6039","8397","40"
"2013-08-13 16_36_08","6039","8400","30"
"2013-08-13 16_36_09","6039","8327","42"
"2013-08-13 16_36_09","6039","8304","49"
"2013-08-13 16_36_10","6039","8380","29"
"2013-08-13 16_36_11","6039","8206","48"
"2013-08-13 16_36_11","6615","8301","22"
"2013-08-13 16_36_12","6039","8317","33"
"2013-08-13 16_36_12","6318","8245","31"
"2013-08-13 16_36_13","6615","8299","26"
"2013-08-13 16_36_14","7191","8300","39"
"2013-08-13 16_36_14","7191","8183","44"
"2013-08-13 16_36_15","7191","8215","24"
"2013-08-13 16_36_16","7191","8381","25"
"2013-08-13 16_36_16","7191","8400","41"
"2013-08-13 16_36_17","7191","8299","36"
"2013-08-13 16_36_18","7191","8327","50"
"2013-08-13 16_36_18","7767","8326","32"
"2013-08-13 16_36_19","7767","8401","43"
"2013-08-13 16_36_19","7767","8398","23"
"2013-08-13 16_36_20","7767","8450","28"
"2013-08-13 16_36_21","7767","8503","21"
"2013-08-13 16_36_21","7191","8402","47"
"2013-08-13 16_36_22","7767","8408","45"
"2013-08-13 16_36_23","7767","8425","38"
"2013-08-13 16_36_23","7191","8501","37"
"2013-08-13 16_36_24","7191","8497","27"
"2013-08-13 16_36_24","7767","8352","35"
"2013-08-13 16_36_25","7191","8497","34"
"2013-08-13 16_36_26","7191","8500","46"
"2013-08-13 16_36_26","7767","8463","40"
"2013-08-13 16_36_27","7767","8405","30"
"2013-08-13 16_36_28","7191","8417","42"
"2013-08-13 16_36_28","7191","8435","49"
"2013-08-13 16_36_29","7191","8499","29"
"2013-08-13 16_36_29","7767","8401","48"
"2013-08-13 16_36_30","7767","8419","22"
"2013-08-13 16_36_31","7767","8387","33"
"2013-08-13 16_36_31","7767","8502","31"
"2013-08-13 16_36_32","7767","8400","26"
"2013-08-13 16_36_32","829","903","21"
"2013-08-13 16_36_33","7767","8426","39"
"2013-08-13 16_36_33","7767","8507","44"
"2013-08-13 16_36_34","7767","8500","24"
"2013-08-13 16_36_34","7767","8419","25"
"2013-08-13 16_36_35","7767","8325","41"
"2013-08-13 16_36_36","7767","8320","36"
"2013-08-13 16_36_36","7798","8385","50"
"2013-08-13 16_36_37","7767","8399","32"
"2013-08-13 16_36_38","7767","8300","43"
"2013-08-13 16_36_38","7767","8264","23"
"2013-08-13 16_36_39","7767","8320","28"
"2013-08-13 16_36_39","7767","7610","47"
"2013-08-13 16_36_40","7767","7639","45"
"2013-08-13 16_36_41","7767","7700","38"
"2013-08-13 16_36_41","7670","7600","37"
"2013-08-13 16_36_42","7767","7628","27"
"2013-08-13 16_36_43","7767","7700","35"
"2013-08-13 16_36_43","7767","7603","34"
"2013-08-13 16_36_44","7767","7609","46"
"2013-08-13 16_36_44","7767","7734","40"
"2013-08-13 16_36_45","7767","7788","30"
"2013-08-13 16_36_46","7767","7800","42"
"2013-08-13 16_36_46","7191","7801","49"
"2013-08-13 16_36_47","7767","7734","29"
"2013-08-13 16_36_48","7767","7800","48"
"2013-08-13 16_36_48","7191","7801","22"
"2013-08-13 16_36_49","7767","7820","33"
"2013-08-13 16_36_49","7191","7712","31"
"2013-08-13 16_36_50","7191","7710","26"
"2013-08-13 16_36_51","7191","8194","21"
"2013-08-13 16_36_51","7191","8304","39"
"2013-08-13 16_36_52","7191","8203","44"
"2013-08-13 16_36_52","7191","8321","24"
"2013-08-13 16_36_53","7191","8204","25"
"2013-08-13 16_36_54","7191","8221","41"
"2013-08-13 16_36_54","6599","8215","36"
"2013-08-13 16_36_55","6615","8208","50"
"2013-08-13 16_36_55","7191","8144","32"
"2013-08-13 16_36_56","7191","8201","43"
"2013-08-13 16_36_57","7191","8201","23"
"2013-08-13 16_36_57","7191","8246","28"
"2013-08-13 16_36_58","6615","8299","47"
"2013-08-13 16_36_59","6615","8237","45"
"2013-08-13 16_36_59","7191","8226","38"
"2013-08-13 16_37_00","7191","8232","37"
"2013-08-13 16_37_01","6615","8301","27"
"2013-08-13 16_37_01","7191","8364","35"
"2013-08-13 16_37_02","7767","8207","34"
"2013-08-13 16_37_02","7767","8224","46"
"2013-08-13 16_37_03","7767","8153","40"
"2013-08-13 16_37_04","7767","8124","30"
"2013-08-13 16_37_04","7767","8099","42"
"2013-08-13 16_37_05","7767","8100","49"
"2013-08-13 16_37_05","7767","8225","29"
"2013-08-13 16_37_06","7767","8099","48"
"2013-08-13 16_37_07","7767","8196","22"
"2013-08-13 16_37_07","7767","8156","33"
"2013-08-13 16_37_08","7767","8182","31"
"2013-08-13 16_37_09","7767","8235","26"
"2013-08-13 16_37_09","7767","8289","21"
"2013-08-13 16_37_10","7767","8308","39"
"2013-08-13 16_37_11","7767","8328","44"
"2013-08-13 16_37_11","7816","8401","24"
"2013-08-13 16_37_12","7751","8393","25"
"2013-08-13 16_37_12","7191","8404","41"
"2013-08-13 16_37_13","7191","8408","36"
"2013-08-13 16_37_14","7191","8408","50"
"2013-08-13 16_37_14","7191","8421","32"
"2013-08-13 16_37_15","7191","8201","43"
"2013-08-13 16_37_16","7191","8399","23"
"2013-08-13 16_37_16","7191","8400","28"
"2013-08-13 16_37_17","7191","8316","47"
"2013-08-13 16_37_17","7191","8352","45"
"2013-08-13 16_37_18","7191","8402","38"
"2013-08-13 16_37_19","7191","8499","37"
"2013-08-13 16_37_19","7191","8311","27"
"2013-08-13 16_37_20","7191","8328","35"
"2013-08-13 16_37_21","7191","8397","34"
"2013-08-13 16_37_21","7191","8401","46"
"2013-08-13 16_37_22","7191","8429","40"
"2013-08-13 16_37_22","7191","8505","30"
"2013-08-13 16_37_23","7767","8399","42"
"2013-08-13 16_37_24","7767","8413","49"
"2013-08-13 16_37_24","7767","8408","29"
"2013-08-13 16_37_25","7767","8314","48"
"2013-08-13 16_37_25","7191","8319","22"
"2013-08-13 16_37_26","7767","8219","33"
"2013-08-13 16_37_27","7767","8203","31"
"2013-08-13 16_37_27","7767","8194","26"
"2013-08-13 16_37_28","7767","8200","21"
"2013-08-13 16_37_29","7767","8200","39"
"2013-08-13 16_37_29","7767","8237","44"
"2013-08-13 16_37_30","7767","8202","24"
"2013-08-13 16_37_30","7767","8201","25"
"2013-08-13 16_37_31","7767","8345","41"
"2013-08-13 16_37_32","7767","8399","36"
"2013-08-13 16_37_32","7767","8401","50"
"2013-08-13 16_37_33","7767","8424","32"
"2013-08-13 16_37_34","7767","8442","43"
"2013-08-13 16_37_34","7767","8404","23"
"2013-08-13 16_37_35","7767","8502","28"
"2013-08-13 16_37_36","7767","8422","47"
"2013-08-13 16_37_36","7767","8526","45"
"2013-08-13 16_37_37","7746","8407","38"
"2013-08-13 16_37_37","7767","8304","37"
"2013-08-13 16_37_38","7191","8312","27"
"2013-08-13 16_37_39","7191","8407","35"
"2013-08-13 16_37_39","7751","8228","34"
"2013-08-13 16_37_40","7767","8356","46"
"2013-08-13 16_37_40","7191","8295","40"
"2013-08-13 16_37_41","7767","8222","30"
"2013-08-13 16_37_42","7767","8219","42"
"2013-08-13 16_37_42","7767","8223","49"
"2013-08-13 16_37_43","7767","8253","29"
"2013-08-13 16_37_44","7767","8307","48"
"2013-08-13 16_37_44","7767","8302","22"
"2013-08-13 16_37_45","7191","8258","33"
"2013-08-13 16_37_45","7767","8308","31"
"2013-08-13 16_37_46","7191","8220","26"
"2013-08-13 16_37_47","7767","8300","21"
"2013-08-13 16_37_47","7767","8344","39"
"2013-08-13 16_37_48","7191","8400","44"
"2013-08-13 16_37_49","7767","8299","24"
"2013-08-13 16_37_49","7767","8328","25"
"2013-08-13 16_37_50","7767","8301","41"
"2013-08-13 16_37_50","7767","8187","36"
"2013-08-13 16_37_51","7767","8171","50"
"2013-08-13 16_37_52","7767","8231","32"
"2013-08-13 16_37_52","7767","8238","43"
"2013-08-13 16_37_53","7767","8101","23"
"2013-08-13 16_37_54","7767","8178","28"
"2013-08-13 16_37_54","7767","8400","47"
"2013-08-13 16_37_55","7767","8274","45"
"2013-08-13 16_37_55","7767","8216","38"
"2013-08-13 16_37_56","7767","8399","37"
"2013-08-13 16_37_57","7191","8400","27"
"2013-08-13 16_37_57","7767","8418","35"
"2013-08-13 16_37_58","7767","8418","34"
"2013-08-13 16_37_59","7767","8425","46"
"2013-08-13 16_37_59","7767","8403","40"
"2013-08-13 16_38_00","7767","8473","30"
"2013-08-13 16_38_01","7191","8603","42"
"2013-08-13 16_38_01","7191","8624","49"
"2013-08-13 16_38_02","7191","8585","29"
"2013-08-13 16_38_02","7191","8550","48"
"2013-08-13 16_38_03","857","902","32"
"2013-08-13 16_38_03","7109","8630","22"
"2013-08-13 16_38_04","7191","8701","33"
"2013-08-13 16_38_04","7191","8702","31"
"2013-08-13 16_38_05","7191","8622","26"
"2013-08-13 16_38_06","7191","8555","21"
"2013-08-13 16_38_06","7191","8623","39"
"2013-08-13 16_38_07","7767","8422","44"
"2013-08-13 16_38_07","829","902","37"
"2013-08-13 16_38_08","7767","8699","24"
"2013-08-13 16_38_08","7767","8160","25"
"2013-08-13 16_38_09","7767","8620","41"
"2013-08-13 16_38_09","7767","8543","36"
"2013-08-13 16_38_10","7767","8603","50"
"2013-08-13 16_38_11","7767","7894","43"
"2013-08-13 16_38_11","7767","7957","23"
"2013-08-13 16_38_12","7767","7996","28"
"2013-08-13 16_38_13","7767","7932","47"
"2013-08-13 16_38_13","7767","7999","45"
"2013-08-13 16_38_14","7767","8004","38"
"2013-08-13 16_38_14","7767","7304","27"
"2013-08-13 16_38_15","7767","7315","35"
"2013-08-13 16_38_16","7767","7397","34"
"2013-08-13 16_38_16","7767","7299","46"
"2013-08-13 16_38_17","7767","7420","40"
"2013-08-13 16_38_18","7470","7205","30"
"2013-08-13 16_38_18","7767","7111","42"
"2013-08-13 16_38_19","7767","7157","49"
"2013-08-13 16_38_19","7767","7199","29"
"2013-08-13 16_38_20","7191","7237","48"
"2013-08-13 16_38_21","7191","7219","32"
"2013-08-13 16_38_21","7191","7709","22"
"2013-08-13 16_38_22","7191","7614","33"
"2013-08-13 16_38_22","7191","7615","31"
"2013-08-13 16_38_23","7191","7652","26"
"2013-08-13 16_38_24","7191","7700","21"
"2013-08-13 16_38_24","7191","7702","39"
"2013-08-13 16_38_25","6615","7706","44"
"2013-08-13 16_38_26","6615","7675","37"
"2013-08-13 16_38_26","6615","8300","24"
"2013-08-13 16_38_27","6615","8290","25"
"2013-08-13 16_38_27","6615","8302","41"
"2013-08-13 16_38_28","6615","8318","36"
"2013-08-13 16_38_29","6615","8233","50"
"2013-08-13 16_38_29","6615","8300","43"
"2013-08-13 16_38_30","6615","8291","23"
"2013-08-13 16_38_31","6615","8214","28"
"2013-08-13 16_38_31","6615","8231","47"
"2013-08-13 16_38_32","6615","8175","45"
"2013-08-13 16_38_32","6615","8190","38"
"2013-08-13 16_38_33","7191","8223","27"
"2013-08-13 16_38_34","7191","8213","35"
"2013-08-13 16_38_34","7191","8142","34"
"2013-08-13 16_38_35","7191","8194","46"
"2013-08-13 16_38_36","7191","8199","40"
"2013-08-13 16_38_36","7191","8203","30"
"2013-08-13 16_38_37","7191","8214","42"
"2013-08-13 16_38_37","7767","8226","49"
"2013-08-13 16_38_38","7767","8059","29"
"2013-08-13 16_38_39","7767","8199","48"
"2013-08-13 16_38_39","7767","8201","32"
"2013-08-13 16_38_40","7767","8220","22"
"2013-08-13 16_38_40","7767","8227","33"
"2013-08-13 16_38_41","7191","8299","31"
"2013-08-13 16_38_42","7191","8301","26"
"2013-08-13 16_38_42","7191","8352","21"
"2013-08-13 16_38_43","851","1000","47"
"2013-08-13 16_38_43","7191","8303","39"
"2013-08-13 16_38_44","7191","8299","44"
"2013-08-13 16_38_44","7191","8318","37"
"2013-08-13 16_38_45","7191","8210","24"
"2013-08-13 16_38_45","7191","8219","25"
"2013-08-13 16_38_46","7191","8258","41"
"2013-08-13 16_38_47","7191","8298","36"
"2013-08-13 16_38_47","7191","8335","50"
"2013-08-13 16_38_48","7767","8301","43"
"2013-08-13 16_38_49","7191","8300","23"
"2013-08-13 16_38_49","7191","8322","28"
"2013-08-13 16_38_50","7767","7602","45"
"2013-08-13 16_38_50","7767","7617","38"
"2013-08-13 16_38_51","7767","7606","27"
"2013-08-13 16_38_52","7767","7585","35"
"2013-08-13 16_38_52","7767","7702","34"
"2013-08-13 16_38_53","7767","7600","46"
"2013-08-13 16_38_54","7767","7604","40"
"2013-08-13 16_38_54","7767","7718","30"
"2013-08-13 16_38_55","7191","7631","42"
"2013-08-13 16_38_55","7191","7701","49"
"2013-08-13 16_38_56","7191","7642","29"
"2013-08-13 16_38_57","7767","7641","48"
"2013-08-13 16_38_57","7767","7699","32"
"2013-08-13 16_38_58","7191","7800","22"
"2013-08-13 16_38_59","7191","7760","33"
"2013-08-13 16_38_59","7767","7714","31"
"2013-08-13 16_39_00","7191","7700","26"
"2013-08-13 16_39_00","6615","7756","21"
"2013-08-13 16_39_01","7191","8202","47"
"2013-08-13 16_39_02","7191","8286","39"
"2013-08-13 16_39_02","7191","8330","44"
"2013-08-13 16_39_03","6615","8400","37"
"2013-08-13 16_39_04","7191","8401","24"
"2013-08-13 16_39_04","6615","8416","25"
"2013-08-13 16_39_05","7191","8352","41"
"2013-08-13 16_39_06","7191","8399","36"
"2013-08-13 16_39_06","7191","8398","50"
"2013-08-13 16_39_07","7191","8329","43"
"2013-08-13 16_39_07","7191","8400","23"
"2013-08-13 16_39_08","7191","8400","28"
"2013-08-13 16_39_09","7191","8418","45"
"2013-08-13 16_39_09","7191","8408","38"
"2013-08-13 16_39_10","7191","8386","27"
"2013-08-13 16_39_10","6615","8413","35"
"2013-08-13 16_39_11","7191","8308","34"
"2013-08-13 16_39_12","7254","8317","46"
"2013-08-13 16_39_12","7191","8303","40"
"2013-08-13 16_39_13","7191","8321","30"
"2013-08-13 16_39_13","7191","8325","42"
"2013-08-13 16_39_14","7767","8234","49"
"2013-08-13 16_39_15","7685","8299","29"
"2013-08-13 16_39_15","7170","8302","48"
"2013-08-13 16_39_16","7767","8231","32"
"2013-08-13 16_39_17","7767","8301","22"
"2013-08-13 16_39_17","7191","8300","33"
"2013-08-13 16_39_18","7767","8242","31"
"2013-08-13 16_39_19","7767","8304","26"
"2013-08-13 16_39_19","7777","8399","21"
"2013-08-13 16_39_20","7767","8219","47"
"2013-08-13 16_39_20","7767","8177","39"
"2013-08-13 16_39_21","7767","8301","44"
"2013-08-13 16_39_22","7767","8171","37"
"2013-08-13 16_39_22","7767","8231","24"
"2013-08-13 16_39_23","7767","8289","25"
"2013-08-13 16_39_24","7767","8284","41"
"2013-08-13 16_39_24","7767","8209","36"
"2013-08-13 16_39_25","719","799","42"
"2013-08-13 16_39_25","7767","8272","50"
"2013-08-13 16_39_26","7767","8385","43"
"2013-08-13 16_39_26","7767","8168","23"
"2013-08-13 16_39_27","7767","8182","28"
"2013-08-13 16_39_27","7767","8208","45"
"2013-08-13 16_39_28","7830","8223","38"
"2013-08-13 16_39_28","7767","8222","27"
"2013-08-13 16_39_29","7191","8204","35"
"2013-08-13 16_39_30","7767","8221","34"
"2013-08-13 16_39_30","7191","8225","46"
"2013-08-13 16_39_31","7191","8228","40"
"2013-08-13 16_39_32","7191","8301","30"
"2013-08-13 16_39_32","7191","7700","49"
"2013-08-13 16_39_33","7191","7641","29"
"2013-08-13 16_39_33","7191","7798","48"
"2013-08-13 16_39_34","7191","7701","32"
"2013-08-13 16_39_35","7191","7601","22"
