time_block,EXPECTED_TIME_TO_SERVE_COMPOSITION,REAL_TIME_TO_SERVE_COMPOSITION,CLIENT_AGENT
"2013-08-13 12_21_11","3318","4600","13"
"2013-08-13 12_21_12","3318","4603","22"
"2013-08-13 12_21_12","3318","4614","16"
"2013-08-13 12_21_13","3318","4589","12"
"2013-08-13 12_21_13","3318","4601","36"
"2013-08-13 12_21_13","887","992","39"
"2013-08-13 12_21_14","3318","4612","31"
"2013-08-13 12_21_14","3318","4600","33"
"2013-08-13 12_21_15","3318","4541","20"
"2013-08-13 12_21_15","3318","4607","40"
"2013-08-13 12_21_16","3318","4601","32"
"2013-08-13 12_21_16","3318","4577","21"
"2013-08-13 12_21_17","3318","4584","34"
"2013-08-13 12_21_17","3318","4164","15"
"2013-08-13 12_21_18","3318","4102","35"
"2013-08-13 12_21_18","3318","4103","37"
"2013-08-13 12_21_19","3318","4101","23"
"2013-08-13 12_21_19","3318","4076","24"
"2013-08-13 12_21_20","3747","4144","30"
"2013-08-13 12_21_20","3747","4100","28"
"2013-08-13 12_21_21","3747","4101","25"
"2013-08-13 12_21_21","3747","4102","29"
"2013-08-13 12_21_22","3747","4100","19"
"2013-08-13 12_21_22","3747","4098","26"
"2013-08-13 12_21_23","3747","4099","11"
"2013-08-13 12_21_23","3747","4162","14"
"2013-08-13 12_21_24","3747","4200","17"
"2013-08-13 12_21_24","3747","4099","38"
"2013-08-13 12_21_25","3747","4101","18"
"2013-08-13 12_21_25","3747","4101","27"
"2013-08-13 12_21_26","3747","4101","13"
"2013-08-13 12_21_26","3747","4000","22"
"2013-08-13 12_21_27","3747","4058","16"
"2013-08-13 12_21_27","3747","4100","12"
"2013-08-13 12_21_28","3318","4096","36"
"2013-08-13 12_21_28","3318","4200","39"
"2013-08-13 12_21_29","3318","4600","31"
"2013-08-13 12_21_29","3318","4606","33"
"2013-08-13 12_21_30","3318","4500","20"
"2013-08-13 12_21_30","3318","4602","40"
"2013-08-13 12_21_31","3318","4594","32"
"2013-08-13 12_21_31","3318","4599","21"
"2013-08-13 12_21_32","3318","4563","34"
"2013-08-13 12_21_32","3318","4601","15"
"2013-08-13 12_21_33","3318","4844","35"
"2013-08-13 12_21_33","3318","4612","37"
"2013-08-13 12_21_34","3318","4598","23"
"2013-08-13 12_21_34","3318","4599","24"
"2013-08-13 12_21_35","3318","4599","30"
"2013-08-13 12_21_35","3318","4601","28"
"2013-08-13 12_21_36","3318","4697","25"
"2013-08-13 12_21_36","3318","4693","29"
"2013-08-13 12_21_37","3318","4604","19"
"2013-08-13 12_21_37","755","906","13"
"2013-08-13 12_21_37","3318","4564","26"
"2013-08-13 12_21_38","3318","4601","11"
"2013-08-13 12_21_38","3318","4636","14"
"2013-08-13 12_21_39","3318","4597","17"
"2013-08-13 12_21_39","3169","4697","38"
"2013-08-13 12_21_40","3747","4631","18"
"2013-08-13 12_21_40","3747","4602","27"
"2013-08-13 12_21_41","3747","4106","22"
"2013-08-13 12_21_41","3747","4100","16"
"2013-08-13 12_21_42","3747","4100","12"
"2013-08-13 12_21_42","3747","4105","36"
"2013-08-13 12_21_43","3747","4100","39"
"2013-08-13 12_21_43","3747","4201","31"
"2013-08-13 12_21_44","3747","4199","33"
"2013-08-13 12_21_44","3747","4099","20"
"2013-08-13 12_21_45","3747","4101","40"
"2013-08-13 12_21_45","3747","4099","32"
"2013-08-13 12_21_46","3598","4100","21"
"2013-08-13 12_21_46","3747","4101","34"
"2013-08-13 12_21_46","755","947","28"
"2013-08-13 12_21_47","3747","4102","15"
"2013-08-13 12_21_47","3747","3999","35"
"2013-08-13 12_21_48","3747","4118","37"
"2013-08-13 12_21_48","3747","4193","23"
"2013-08-13 12_21_49","3747","4097","24"
"2013-08-13 12_21_49","4176","4088","30"
"2013-08-13 12_21_50","3747","3592","25"
"2013-08-13 12_21_50","3747","3600","29"
"2013-08-13 12_21_51","3318","3599","19"
"2013-08-13 12_21_51","3747","3779","13"
"2013-08-13 12_21_52","3318","4096","26"
"2013-08-13 12_21_52","3318","4108","11"
"2013-08-13 12_21_53","3318","4126","14"
"2013-08-13 12_21_53","3318","4078","17"
"2013-08-13 12_21_54","3318","4158","38"
"2013-08-13 12_21_54","3318","4102","18"
"2013-08-13 12_21_55","3318","4124","27"
"2013-08-13 12_21_55","3318","3992","22"
"2013-08-13 12_21_56","3318","4099","16"
"2013-08-13 12_21_56","3747","4103","12"
"2013-08-13 12_21_57","3318","4101","36"
"2013-08-13 12_21_57","3318","4099","39"
"2013-08-13 12_21_58","3318","4094","31"
"2013-08-13 12_21_58","3318","4152","33"
"2013-08-13 12_21_59","3318","4103","20"
"2013-08-13 12_21_59","3318","4101","40"
"2013-08-13 12_22_00","3313","4101","32"
"2013-08-13 12_22_00","3318","4000","21"
"2013-08-13 12_22_01","2889","4103","34"
"2013-08-13 12_22_01","2889","4287","28"
"2013-08-13 12_22_02","2889","4715","15"
"2013-08-13 12_22_02","2889","4600","35"
"2013-08-13 12_22_03","3204","4630","37"
"2013-08-13 12_22_03","3204","4600","23"
"2013-08-13 12_22_04","3318","4594","24"
"2013-08-13 12_22_04","3318","4589","30"
"2013-08-13 12_22_05","3318","4604","25"
"2013-08-13 12_22_05","3318","4602","29"
"2013-08-13 12_22_06","3318","4596","19"
"2013-08-13 12_22_06","3318","4599","13"
"2013-08-13 12_22_07","3318","4584","26"
"2013-08-13 12_22_07","3318","4601","11"
"2013-08-13 12_22_08","3318","4604","14"
"2013-08-13 12_22_08","3318","4598","17"
"2013-08-13 12_22_09","3318","4593","38"
"2013-08-13 12_22_09","3318","4601","18"
"2013-08-13 12_22_09","865","1004","33"
"2013-08-13 12_22_10","3200","4603","27"
"2013-08-13 12_22_10","750","911","20"
"2013-08-13 12_22_10","3318","4602","22"
"2013-08-13 12_22_10","755","897","40"
"2013-08-13 12_22_11","3318","4702","16"
"2013-08-13 12_22_11","3318","4705","12"
"2013-08-13 12_22_12","3318","4641","36"
"2013-08-13 12_22_12","3633","4600","39"
"2013-08-13 12_22_13","3747","4644","31"
"2013-08-13 12_22_13","3747","3108","32"
"2013-08-13 12_22_14","3747","3096","21"
"2013-08-13 12_22_14","3747","2979","34"
"2013-08-13 12_22_15","3747","3106","28"
"2013-08-13 12_22_15","3747","3096","15"
"2013-08-13 12_22_16","3747","3071","35"
"2013-08-13 12_22_16","3747","2981","37"
"2013-08-13 12_22_17","3747","3101","23"
"2013-08-13 12_22_17","3747","3104","24"
"2013-08-13 12_22_18","3747","3148","30"
"2013-08-13 12_22_18","3747","3092","25"
"2013-08-13 12_22_19","4176","3102","29"
"2013-08-13 12_22_19","3747","3100","19"
"2013-08-13 12_22_20","3747","3106","13"
"2013-08-13 12_22_20","3747","3102","26"
"2013-08-13 12_22_21","3747","3200","11"
"2013-08-13 12_22_21","3747","3085","14"
"2013-08-13 12_22_22","3747","3101","17"
"2013-08-13 12_22_22","3747","3101","38"
"2013-08-13 12_22_23","3318","3166","18"
"2013-08-13 12_22_23","2889","3192","33"
"2013-08-13 12_22_24","2889","3533","27"
"2013-08-13 12_22_24","2460","3769","20"
"2013-08-13 12_22_25","2460","4099","22"
"2013-08-13 12_22_25","2889","4262","40"
"2013-08-13 12_22_26","2460","4600","16"
"2013-08-13 12_22_26","2460","4598","12"
"2013-08-13 12_22_27","2460","4598","36"
"2013-08-13 12_22_27","2460","4604","39"
"2013-08-13 12_22_28","2460","4591","31"
"2013-08-13 12_22_28","2460","4654","32"
"2013-08-13 12_22_29","2460","4600","21"
"2013-08-13 12_22_29","2460","4550","34"
"2013-08-13 12_22_30","2460","4600","28"
"2013-08-13 12_22_30","2460","4551","15"
"2013-08-13 12_22_31","2460","4717","35"
"2013-08-13 12_22_31","2460","4601","37"
"2013-08-13 12_22_32","2460","4610","23"
"2013-08-13 12_22_32","2460","4599","24"
"2013-08-13 12_22_33","2460","4620","30"
"2013-08-13 12_22_33","2460","4678","25"
"2013-08-13 12_22_34","2460","4601","29"
"2013-08-13 12_22_34","2434","4600","19"
"2013-08-13 12_22_35","2460","4601","13"
"2013-08-13 12_22_35","2775","4199","26"
"2013-08-13 12_22_36","3204","4499","11"
"2013-08-13 12_22_36","3519","4601","14"
"2013-08-13 12_22_37","3519","4606","17"
"2013-08-13 12_22_37","2884","4600","38"
"2013-08-13 12_22_38","2740","4597","18"
"2013-08-13 12_22_38","3633","4599","33"
"2013-08-13 12_22_39","3633","4600","27"
"2013-08-13 12_22_39","3633","4601","20"
"2013-08-13 12_22_40","3747","4599","22"
"2013-08-13 12_22_40","3747","4674","40"
"2013-08-13 12_22_41","3747","4601","16"
"2013-08-13 12_22_41","3747","4587","12"
"2013-08-13 12_22_42","3747","4592","36"
"2013-08-13 12_22_42","3747","4604","39"
"2013-08-13 12_22_43","3747","4613","31"
"2013-08-13 12_22_43","3747","4601","32"
"2013-08-13 12_22_44","3747","4598","21"
"2013-08-13 12_22_44","3721","4601","34"
"2013-08-13 12_22_45","3747","4601","28"
"2013-08-13 12_22_45","3747","4599","15"
"2013-08-13 12_22_46","3747","4500","35"
"2013-08-13 12_22_46","3633","4589","37"
"2013-08-13 12_22_47","3747","4610","23"
"2013-08-13 12_22_47","3747","4589","24"
"2013-08-13 12_22_48","3747","4607","30"
"2013-08-13 12_22_48","4176","4597","25"
"2013-08-13 12_22_49","3747","4607","29"
"2013-08-13 12_22_49","3747","4605","19"
"2013-08-13 12_22_50","3747","4501","13"
"2013-08-13 12_22_50","3747","4601","26"
"2013-08-13 12_22_51","3747","4600","11"
"2013-08-13 12_22_51","3747","4598","14"
"2013-08-13 12_22_52","3747","4594","17"
"2013-08-13 12_22_52","3747","4599","38"
"2013-08-13 12_22_53","3747","4597","18"
"2013-08-13 12_22_53","3598","4602","33"
"2013-08-13 12_22_54","3721","4763","27"
"2013-08-13 12_22_54","3747","4701","20"
"2013-08-13 12_22_55","3747","4701","22"
"2013-08-13 12_22_55","3747","4677","40"
"2013-08-13 12_22_56","3747","4699","16"
"2013-08-13 12_22_56","3747","4718","12"
"2013-08-13 12_22_57","3747","4601","36"
"2013-08-13 12_22_57","3747","4702","39"
"2013-08-13 12_22_58","3721","4762","31"
"2013-08-13 12_22_58","3698","4303","21"
"2013-08-13 12_22_59","3747","4895","32"
"2013-08-13 12_22_59","3747","4688","34"
"2013-08-13 12_23_00","3747","4715","28"
"2013-08-13 12_23_00","3747","4703","15"
"2013-08-13 12_23_01","3747","4701","35"
"2013-08-13 12_23_01","3747","4636","37"
"2013-08-13 12_23_02","3747","4700","23"
"2013-08-13 12_23_02","3747","4699","24"
"2013-08-13 12_23_03","3747","4700","30"
"2013-08-13 12_23_03","3747","4714","25"
"2013-08-13 12_23_04","4176","4682","29"
"2013-08-13 12_23_04","3747","4761","19"
"2013-08-13 12_23_05","3747","4762","13"
"2013-08-13 12_23_05","3747","4700","26"
"2013-08-13 12_23_06","3698","4629","11"
"2013-08-13 12_23_06","3747","4697","14"
"2013-08-13 12_23_07","3747","4700","17"
"2013-08-13 12_23_07","3747","4705","38"
"2013-08-13 12_23_08","3747","4674","18"
"2013-08-13 12_23_08","3747","4662","33"
"2013-08-13 12_23_09","3747","4600","27"
"2013-08-13 12_23_09","4176","4600","20"
"2013-08-13 12_23_10","3747","4601","22"
"2013-08-13 12_23_10","4176","4603","40"
"2013-08-13 12_23_11","3747","4603","16"
"2013-08-13 12_23_11","3747","4600","12"
"2013-08-13 12_23_12","3747","4660","36"
"2013-08-13 12_23_12","3747","4610","39"
"2013-08-13 12_23_13","3747","4605","31"
"2013-08-13 12_23_13","3747","4631","21"
"2013-08-13 12_23_14","3747","4603","32"
"2013-08-13 12_23_14","3747","4603","34"
"2013-08-13 12_23_15","4176","4599","28"
"2013-08-13 12_23_15","4176","4601","15"
"2013-08-13 12_23_16","3747","4601","35"
"2013-08-13 12_23_16","3747","4766","37"
"2013-08-13 12_23_17","3747","4601","23"
"2013-08-13 12_23_17","3747","4607","24"
"2013-08-13 12_23_18","3747","4564","30"
"2013-08-13 12_23_18","3747","4602","25"
"2013-08-13 12_23_19","3598","4701","29"
"2013-08-13 12_23_19","3747","4684","19"
"2013-08-13 12_23_20","3747","4704","13"
"2013-08-13 12_23_20","3747","4702","26"
"2013-08-13 12_23_21","3747","4702","11"
"2013-08-13 12_23_21","887","1000","22"
"2013-08-13 12_23_21","3747","4701","14"
"2013-08-13 12_23_22","3747","4688","17"
"2013-08-13 12_23_22","3747","4704","38"
"2013-08-13 12_23_23","3747","4701","18"
"2013-08-13 12_23_23","3747","4705","33"
"2013-08-13 12_23_24","3747","4502","27"
"2013-08-13 12_23_24","3747","4703","20"
"2013-08-13 12_23_25","3747","4200","40"
"2013-08-13 12_23_25","3747","4167","16"
"2013-08-13 12_23_26","3747","4192","12"
"2013-08-13 12_23_26","3598","4192","36"
"2013-08-13 12_23_27","3747","4198","39"
"2013-08-13 12_23_27","3598","4204","31"
"2013-08-13 12_23_28","3747","4196","21"
"2013-08-13 12_23_28","3747","4204","32"
"2013-08-13 12_23_29","4176","4197","34"
"2013-08-13 12_23_29","3747","4201","28"
"2013-08-13 12_23_30","3747","4201","15"
"2013-08-13 12_23_30","3747","4199","35"
"2013-08-13 12_23_31","3747","4267","37"
"2013-08-13 12_23_31","3747","4124","23"
"2013-08-13 12_23_32","3747","4305","24"
"2013-08-13 12_23_32","3747","4202","30"
"2013-08-13 12_23_33","3747","4188","25"
"2013-08-13 12_23_33","3747","4251","29"
"2013-08-13 12_23_34","3747","4199","19"
"2013-08-13 12_23_34","3747","4099","13"
"2013-08-13 12_23_35","3747","3999","26"
"2013-08-13 12_23_35","3318","4114","11"
"2013-08-13 12_23_36","3318","4129","22"
"2013-08-13 12_23_36","3318","4600","14"
"2013-08-13 12_23_37","3318","4604","17"
"2013-08-13 12_23_37","3747","4600","38"
"2013-08-13 12_23_38","3318","4598","18"
"2013-08-13 12_23_38","3747","4593","33"
"2013-08-13 12_23_39","3318","4601","27"
"2013-08-13 12_23_39","3318","4599","20"
"2013-08-13 12_23_40","3318","4597","40"
"2013-08-13 12_23_40","3318","4601","16"
"2013-08-13 12_23_41","865","1079","28"
"2013-08-13 12_23_41","3747","4547","12"
"2013-08-13 12_23_41","3318","4600","36"
"2013-08-13 12_23_42","3747","4610","39"
"2013-08-13 12_23_42","3318","4600","31"
"2013-08-13 12_23_43","3747","4600","21"
"2013-08-13 12_23_43","3318","4603","32"
"2013-08-13 12_23_44","3318","4602","34"
"2013-08-13 12_23_44","3318","4100","15"
"2013-08-13 12_23_45","3318","4020","35"
"2013-08-13 12_23_45","3318","4156","37"
"2013-08-13 12_23_46","3318","4100","23"
"2013-08-13 12_23_46","3633","4137","24"
"2013-08-13 12_23_47","3747","4101","30"
"2013-08-13 12_23_47","3747","4102","25"
"2013-08-13 12_23_48","3747","4196","29"
"2013-08-13 12_23_48","3747","4098","19"
"2013-08-13 12_23_49","3747","4102","13"
"2013-08-13 12_23_49","3747","4101","26"
"2013-08-13 12_23_50","3747","4201","11"
"2013-08-13 12_23_50","3747","4099","22"
"2013-08-13 12_23_51","3747","4099","14"
"2013-08-13 12_23_51","3747","4099","17"
"2013-08-13 12_23_52","3747","4042","38"
"2013-08-13 12_23_52","3747","4100","18"
"2013-08-13 12_23_53","3747","4100","33"
"2013-08-13 12_23_53","3747","4107","27"
"2013-08-13 12_23_54","3747","4140","20"
"2013-08-13 12_23_54","3747","4100","40"
"2013-08-13 12_23_55","3318","4099","16"
"2013-08-13 12_23_55","3318","4152","28"
"2013-08-13 12_23_56","3318","4599","12"
"2013-08-13 12_23_56","3318","4602","36"
"2013-08-13 12_23_57","3318","4593","39"
"2013-08-13 12_23_57","3318","4599","31"
"2013-08-13 12_23_58","3318","4600","21"
"2013-08-13 12_23_58","3318","4601","32"
"2013-08-13 12_23_59","3318","4599","34"
"2013-08-13 12_23_59","3318","4604","15"
"2013-08-13 12_24_00","3318","4593","35"
"2013-08-13 12_24_00","3318","4586","37"
"2013-08-13 12_24_01","3318","4598","23"
"2013-08-13 12_24_01","3318","4599","24"
"2013-08-13 12_24_02","3318","4620","30"
"2013-08-13 12_24_02","3318","4598","25"
"2013-08-13 12_24_03","3318","4601","29"
"2013-08-13 12_24_03","3318","4600","19"
"2013-08-13 12_24_04","3318","4601","13"
"2013-08-13 12_24_04","3318","4598","26"
"2013-08-13 12_24_05","3318","4592","11"
"2013-08-13 12_24_05","3318","4601","22"
"2013-08-13 12_24_06","3318","4751","14"
"2013-08-13 12_24_06","3633","4600","17"
"2013-08-13 12_24_07","3747","4599","38"
"2013-08-13 12_24_07","3747","4599","18"
"2013-08-13 12_24_08","3742","4609","33"
"2013-08-13 12_24_08","3747","4486","27"
"2013-08-13 12_24_09","3747","4599","20"
"2013-08-13 12_24_09","3747","4594","40"
"2013-08-13 12_24_10","3747","4597","16"
"2013-08-13 12_24_10","3747","4653","28"
"2013-08-13 12_24_11","3747","4598","12"
"2013-08-13 12_24_11","3747","4600","36"
"2013-08-13 12_24_12","3747","4600","39"
"2013-08-13 12_24_12","3747","4600","31"
"2013-08-13 12_24_13","3747","4698","21"
"2013-08-13 12_24_13","3747","4599","32"
"2013-08-13 12_24_14","3747","4600","34"
"2013-08-13 12_24_14","3747","4600","15"
"2013-08-13 12_24_15","3747","4600","35"
"2013-08-13 12_24_15","3747","4603","37"
"2013-08-13 12_24_16","3747","4601","23"
"2013-08-13 12_24_16","3747","4602","24"
"2013-08-13 12_24_17","3747","4601","30"
"2013-08-13 12_24_17","3747","4497","25"
"2013-08-13 12_24_18","3747","4701","29"
"2013-08-13 12_24_18","3747","4576","19"
"2013-08-13 12_24_19","3747","4600","13"
"2013-08-13 12_24_19","3747","4601","26"
"2013-08-13 12_24_20","3747","4605","11"
"2013-08-13 12_24_20","3747","4603","22"
"2013-08-13 12_24_21","3747","4600","14"
"2013-08-13 12_24_21","3747","4601","17"
"2013-08-13 12_24_22","3747","4605","38"
"2013-08-13 12_24_22","3747","4600","18"
"2013-08-13 12_24_23","3747","4590","33"
"2013-08-13 12_24_23","887","999","39"
"2013-08-13 12_24_23","3747","4601","27"
"2013-08-13 12_24_24","3747","4607","20"
"2013-08-13 12_24_24","3747","4601","40"
"2013-08-13 12_24_25","3747","4595","16"
"2013-08-13 12_24_25","3747","4597","28"
"2013-08-13 12_24_26","3747","4602","12"
"2013-08-13 12_24_26","3747","4664","36"
"2013-08-13 12_24_27","3747","4100","31"
"2013-08-13 12_24_27","3747","4095","21"
"2013-08-13 12_24_28","3747","4097","32"
"2013-08-13 12_24_28","3747","4097","34"
"2013-08-13 12_24_29","3747","4100","15"
"2013-08-13 12_24_29","3747","4101","35"
"2013-08-13 12_24_30","3747","4098","37"
"2013-08-13 12_24_30","3747","4100","23"
"2013-08-13 12_24_31","3747","4100","24"
"2013-08-13 12_24_31","3747","4102","30"
"2013-08-13 12_24_32","3747","4201","25"
"2013-08-13 12_24_32","3747","4096","29"
"2013-08-13 12_24_33","3747","4100","19"
"2013-08-13 12_24_33","3747","4101","13"
"2013-08-13 12_24_34","3747","4151","26"
"2013-08-13 12_24_34","3747","4101","11"
"2013-08-13 12_24_35","3747","4048","22"
"2013-08-13 12_24_35","3747","4099","14"
"2013-08-13 12_24_36","3747","4202","17"
"2013-08-13 12_24_36","3747","4098","38"
"2013-08-13 12_24_37","865","1001","28"
"2013-08-13 12_24_37","3747","4102","18"
"2013-08-13 12_24_37","3318","4094","33"
"2013-08-13 12_24_38","3318","4201","39"
"2013-08-13 12_24_38","3318","4601","27"
"2013-08-13 12_24_39","3318","4699","20"
"2013-08-13 12_24_39","3318","4603","40"
"2013-08-13 12_24_40","3318","4600","16"
"2013-08-13 12_24_40","3318","4105","12"
"2013-08-13 12_24_41","3318","4101","36"
"2013-08-13 12_24_41","3318","4100","31"
"2013-08-13 12_24_42","3318","4042","21"
"2013-08-13 12_24_42","3318","4262","32"
"2013-08-13 12_24_43","3318","4101","34"
"2013-08-13 12_24_43","3318","4198","15"
"2013-08-13 12_24_44","3318","4101","35"
"2013-08-13 12_24_44","3318","4089","37"
"2013-08-13 12_24_45","3318","4105","23"
"2013-08-13 12_24_45","3318","4101","24"
"2013-08-13 12_24_46","3318","4106","30"
"2013-08-13 12_24_46","3318","4100","25"
"2013-08-13 12_24_47","3318","4106","29"
"2013-08-13 12_24_47","3318","4100","19"
"2013-08-13 12_24_48","3318","4099","13"
"2013-08-13 12_24_48","3633","4001","26"
"2013-08-13 12_24_49","3747","4101","11"
"2013-08-13 12_24_49","3747","4102","22"
"2013-08-13 12_24_50","3747","4103","14"
"2013-08-13 12_24_50","3747","4111","17"
"2013-08-13 12_24_51","3318","4102","38"
"2013-08-13 12_24_51","887","1010","16"
"2013-08-13 12_24_51","3318","4297","28"
"2013-08-13 12_24_52","3318","4600","18"
"2013-08-13 12_24_52","3318","4599","33"
"2013-08-13 12_24_53","3318","4601","39"
"2013-08-13 12_24_53","3318","4601","27"
"2013-08-13 12_24_54","3318","4541","20"
"2013-08-13 12_24_54","3318","4618","40"
"2013-08-13 12_24_55","3318","4099","12"
"2013-08-13 12_24_55","3318","4090","36"
"2013-08-13 12_24_56","3318","4101","31"
"2013-08-13 12_24_56","3318","4198","21"
"2013-08-13 12_24_57","3318","4104","32"
"2013-08-13 12_24_57","865","1008","30"
"2013-08-13 12_24_57","3318","4102","34"
"2013-08-13 12_24_58","3318","4032","15"
"2013-08-13 12_24_58","3318","4041","35"
"2013-08-13 12_24_59","3318","4194","37"
"2013-08-13 12_24_59","3318","4099","23"
"2013-08-13 12_25_00","3318","4100","24"
"2013-08-13 12_25_00","3318","3600","25"
"2013-08-13 12_25_01","3269","3592","29"
"2013-08-13 12_25_01","3633","3598","19"
"2013-08-13 12_25_02","3747","3605","13"
"2013-08-13 12_25_02","3747","3600","26"
"2013-08-13 12_25_03","3747","3602","11"
"2013-08-13 12_25_03","3747","3600","22"
"2013-08-13 12_25_04","3747","3600","14"
"2013-08-13 12_25_04","3747","3617","17"
"2013-08-13 12_25_05","3318","3601","38"
"2013-08-13 12_25_05","3318","3711","16"
"2013-08-13 12_25_06","3318","4069","28"
"2013-08-13 12_25_06","3318","4101","18"
"2013-08-13 12_25_07","3318","4099","33"
"2013-08-13 12_25_07","3318","4100","39"
"2013-08-13 12_25_08","3318","4098","27"
"2013-08-13 12_25_08","3318","4091","20"
"2013-08-13 12_25_09","3318","4108","40"
"2013-08-13 12_25_09","3318","4101","12"
"2013-08-13 12_25_10","3318","4110","36"
"2013-08-13 12_25_10","3318","4092","31"
"2013-08-13 12_25_11","3318","4100","21"
"2013-08-13 12_25_11","2889","4100","32"
"2013-08-13 12_25_12","2889","4203","30"
"2013-08-13 12_25_12","2889","4546","34"
"2013-08-13 12_25_13","2889","4600","15"
"2013-08-13 12_25_13","2889","4608","35"
"2013-08-13 12_25_13","738","807","26"
"2013-08-13 12_25_14","2889","4603","37"
"2013-08-13 12_25_14","2889","4599","23"
"2013-08-13 12_25_15","2889","4609","24"
"2013-08-13 12_25_15","2889","4601","25"
"2013-08-13 12_25_16","2889","4607","29"
"2013-08-13 12_25_16","2889","4599","19"
"2013-08-13 12_25_17","3204","4531","13"
"2013-08-13 12_25_17","3318","4095","11"
"2013-08-13 12_25_18","3318","4100","22"
"2013-08-13 12_25_18","3318","4069","14"
"2013-08-13 12_25_19","3318","3885","17"
"2013-08-13 12_25_19","3318","4101","38"
"2013-08-13 12_25_20","3318","4100","16"
"2013-08-13 12_25_20","3318","4100","28"
"2013-08-13 12_25_21","3318","4101","18"
"2013-08-13 12_25_21","3318","4099","33"
"2013-08-13 12_25_22","3318","4100","39"
"2013-08-13 12_25_22","3633","4102","27"
"2013-08-13 12_25_23","3747","4102","20"
"2013-08-13 12_25_23","3747","4041","40"
"2013-08-13 12_25_24","3747","4159","12"
"2013-08-13 12_25_24","3747","4100","36"
"2013-08-13 12_25_25","3747","4102","31"
"2013-08-13 12_25_25","3747","4206","21"
"2013-08-13 12_25_26","3747","4101","32"
"2013-08-13 12_25_26","3747","4100","30"
"2013-08-13 12_25_27","3747","4200","34"
"2013-08-13 12_25_27","3747","4107","15"
"2013-08-13 12_25_28","3318","4101","35"
"2013-08-13 12_25_28","3747","4400","26"
"2013-08-13 12_25_29","3318","4599","37"
"2013-08-13 12_25_29","3318","4604","23"
"2013-08-13 12_25_30","3318","4602","24"
"2013-08-13 12_25_30","3318","4603","25"
"2013-08-13 12_25_31","3318","4548","29"
"2013-08-13 12_25_31","3318","4611","19"
"2013-08-13 12_25_32","3318","4595","13"
"2013-08-13 12_25_32","3318","4600","11"
"2013-08-13 12_25_33","3318","4596","22"
"2013-08-13 12_25_33","3318","4593","14"
"2013-08-13 12_25_34","3318","4601","17"
"2013-08-13 12_25_34","865","1001","20"
"2013-08-13 12_25_34","3200","4598","38"
"2013-08-13 12_25_35","3318","4629","16"
"2013-08-13 12_25_35","3318","4536","28"
"2013-08-13 12_25_36","3318","4601","18"
"2013-08-13 12_25_36","3318","4601","33"
"2013-08-13 12_25_37","3318","4594","39"
"2013-08-13 12_25_37","3318","4600","27"
"2013-08-13 12_25_38","3318","4196","40"
"2013-08-13 12_25_38","3633","4084","12"
"2013-08-13 12_25_39","3633","4094","36"
"2013-08-13 12_25_39","3747","4196","31"
"2013-08-13 12_25_40","3747","4098","21"
"2013-08-13 12_25_40","3747","4101","32"
"2013-08-13 12_25_41","3747","4103","30"
"2013-08-13 12_25_41","3747","4102","34"
"2013-08-13 12_25_42","3747","4035","15"
"2013-08-13 12_25_42","3747","4160","35"
"2013-08-13 12_25_43","3747","4100","26"
"2013-08-13 12_25_43","3747","4093","37"
"2013-08-13 12_25_44","3747","4100","23"
"2013-08-13 12_25_44","3747","4000","24"
"2013-08-13 12_25_45","887","1044","14"
"2013-08-13 12_25_45","3598","4101","25"
"2013-08-13 12_25_45","3747","4097","29"
"2013-08-13 12_25_46","3747","4101","19"
"2013-08-13 12_25_46","3747","4100","13"
"2013-08-13 12_25_47","3747","4101","11"
"2013-08-13 12_25_47","3747","4099","22"
"2013-08-13 12_25_48","3318","3603","17"
"2013-08-13 12_25_48","3318","3570","38"
"2013-08-13 12_25_49","3318","3983","20"
"2013-08-13 12_25_49","3318","4103","16"
"2013-08-13 12_25_50","3318","4097","28"
"2013-08-13 12_25_50","3318","4102","18"
"2013-08-13 12_25_51","3318","4095","33"
"2013-08-13 12_25_51","3318","4167","39"
"2013-08-13 12_25_52","3318","4098","27"
"2013-08-13 12_25_52","3318","4200","40"
"2013-08-13 12_25_53","3318","4100","12"
"2013-08-13 12_25_53","3318","4101","36"
"2013-08-13 12_25_54","3318","4099","31"
"2013-08-13 12_25_54","3318","4221","21"
"2013-08-13 12_25_55","3318","4190","32"
"2013-08-13 12_25_55","3747","4200","30"
"2013-08-13 12_25_56","3318","4202","34"
"2013-08-13 12_25_56","3318","4204","15"
"2013-08-13 12_25_57","3318","4198","35"
"2013-08-13 12_25_57","3318","4201","26"
"2013-08-13 12_25_58","3318","4204","37"
"2013-08-13 12_25_58","3318","4200","23"
"2013-08-13 12_25_59","2889","4199","24"
"2013-08-13 12_25_59","3204","4293","14"
"2013-08-13 12_26_00","2863","4671","25"
"2013-08-13 12_26_00","3204","4701","29"
"2013-08-13 12_26_01","3204","4699","19"
"2013-08-13 12_26_01","3318","4683","13"
"2013-08-13 12_26_02","3318","4697","11"
"2013-08-13 12_26_02","3318","4722","22"
"2013-08-13 12_26_03","3318","4700","17"
"2013-08-13 12_26_03","3318","4706","38"
"2013-08-13 12_26_04","3318","4700","20"
"2013-08-13 12_26_04","3318","4691","16"
"2013-08-13 12_26_05","3318","4726","28"
"2013-08-13 12_26_05","3318","4696","18"
"2013-08-13 12_26_06","3269","4703","33"
"2013-08-13 12_26_06","3318","4701","39"
